IdOperacion;FECHA_INICIO;FECHA_FIN;IdUsuario;IdTipoOperacion;NoOperacion;Importe;Estado
OPE0020;04/04/2024 14:51;04/04/2024 22:35;USER001;COMPRA06;20;-171.00€;Error
OPE0021;04/04/2024 14:51;04/04/2024 10:43;USER006;COMPRA06;21;-193.00€;Correcto
OPE0022;04/04/2024 14:51;04/04/2024 22:24;USER004;COMPRA06;22;132.00€;Error
OPE0023;04/04/2024 14:51;04/04/2024 00:08;USER007;COMPRA06;23;-870.00€;Correcto
OPE0024;04/04/2024 14:51;04/04/2024 23:29;USER007;COMPRA06;24;382.00€;Finalizado
OPE0025;04/04/2024 14:51;04/04/2024 01:07;USER005;COMPRA06;25;910.00€;Correcto
OPE0026;04/04/2024 14:51;04/04/2024 03:14;USER007;COMPRA06;26;-549.00€;Correcto
OPE0027;04/04/2024 14:51;04/04/2024 00:59;USER002;COMPRA06;27;-713.00€;Finalizado
OPE0028;04/04/2024 14:51;04/04/2024 12:00;USER001;COMPRA06;28;111.00€;Correcto
OPE0029;04/04/2024 14:51;04/04/2024 10:58;USER007;COMPRA06;29;324.00€;Correcto
OPE0030;04/04/2024 14:51;04/04/2024 08:06;USER007;COMPRA06;30;275.00€;Finalizado
IdOperacion;FECHA_INICIO;FECHA_FIN;IdUsuario;IdTipoOperacion;NoOperacion;Importe;Estado
IdOperacion;FECHA_INICIO;FECHA_FIN;IdUsuario;IdTipoOperacion;NoOperacion;Importe;Estado
OPE001;28/03/2024 02:53;25/04/2024 15:29;USER005;COMPRA09;1;-633.00€;Error
OPE002;28/03/2024 02:53;25/04/2024 11:28;USER005;COMPRA09;2;193.00€;Error
OPE003;28/03/2024 02:53;25/04/2024 03:37;USER007;COMPRA09;3;-982.00€;Error
OPE004;28/03/2024 02:53;25/04/2024 10:34;USER003;COMPRA09;4;-429.00€;Error
OPE005;28/03/2024 02:53;25/04/2024 17:01;USER0012;COMPRA09;5;341.00€;Error
OPE006;28/03/2024 02:53;25/04/2024 07:28;USER001;COMPRA09;6;843.00€;Correcto
OPE007;28/03/2024 02:53;25/04/2024 19:33;USER002;COMPRA09;7;518.00€;Error
OPE008;28/03/2024 02:53;25/04/2024 12:48;USER009;COMPRA09;8;135.00€;Finalizado
OPE009;28/03/2024 02:53;25/04/2024 04:58;USER0012;COMPRA09;9;622.00€;Correcto
OPE0010;28/03/2024 02:53;25/04/2024 04:15;USER009;COMPRA09;10;738.00€;Error
OPE0011;28/03/2024 02:53;25/04/2024 04:03;USER006;COMPRA09;11;609.00€;Error
OPE0012;28/03/2024 02:53;25/04/2024 06:21;USER001;COMPRA09;12;772.00€;Error
OPE0013;28/03/2024 02:53;25/04/2024 16:56;USER003;COMPRA09;13;963.00€;Finalizado
OPE0014;28/03/2024 02:53;25/04/2024 17:12;USER006;COMPRA09;14;-214.00€;Finalizado
OPE0015;28/03/2024 02:53;25/04/2024 04:14;USER003;COMPRA09;15;6.00€;Error
OPE0016;28/03/2024 02:53;25/04/2024 07:12;USER009;COMPRA09;16;434.00€;Error
OPE0017;28/03/2024 02:53;25/04/2024 01:46;USER005;COMPRA09;17;117.00€;Error
OPE0018;28/03/2024 02:53;25/04/2024 05:53;USER009;COMPRA09;18;67.00€;Finalizado
OPE0019;28/03/2024 02:53;25/04/2024 08:57;USER005;COMPRA09;19;11.00€;Error
OPE0020;28/03/2024 02:53;25/04/2024 16:40;USER005;COMPRA09;20;102.00€;Error
OPE0021;28/03/2024 02:53;25/04/2024 09:59;USER0010;COMPRA09;21;-431.00€;Correcto
OPE0022;28/03/2024 02:53;25/04/2024 07:39;USER0010;COMPRA09;22;247.00€;Correcto
OPE0023;28/03/2024 02:53;25/04/2024 07:03;USER0010;COMPRA09;23;150.00€;Finalizado
OPE0024;28/03/2024 02:53;25/04/2024 03:47;USER0011;COMPRA09;24;-245.00€;Correcto
OPE0025;28/03/2024 02:53;25/04/2024 00:43;USER009;COMPRA09;25;-362.00€;Finalizado
OPE0026;28/03/2024 02:53;25/04/2024 18:05;USER004;COMPRA09;26;956.00€;Finalizado
OPE0027;28/03/2024 02:53;25/04/2024 12:22;USER001;COMPRA09;27;184.00€;Error
OPE0028;28/03/2024 02:53;25/04/2024 00:27;USER001;COMPRA09;28;-963.00€;Error
OPE0029;28/03/2024 02:53;25/04/2024 01:43;USER0011;COMPRA09;29;103.00€;Finalizado
OPE0030;28/03/2024 02:53;25/04/2024 21:54;USER006;COMPRA09;30;287.00€;Correcto
OPE0031;28/03/2024 02:53;25/04/2024 07:38;USER0012;COMPRA09;31;348.00€;Correcto
OPE0032;28/03/2024 02:53;25/04/2024 04:59;USER007;COMPRA09;32;-269.00€;Correcto
OPE0033;28/03/2024 02:53;25/04/2024 18:43;USER008;COMPRA09;33;-520.00€;Correcto
OPE0034;28/03/2024 02:53;25/04/2024 16:26;USER002;COMPRA09;34;-419.00€;Correcto
OPE0035;28/03/2024 02:53;25/04/2024 16:33;USER004;COMPRA09;35;-106.00€;Correcto
OPE0036;28/03/2024 02:53;25/04/2024 12:39;USER0011;COMPRA09;36;-267.00€;Finalizado
OPE0037;28/03/2024 02:53;25/04/2024 01:40;USER004;COMPRA09;37;252.00€;Correcto
OPE0038;28/03/2024 02:53;25/04/2024 01:05;USER004;COMPRA09;38;-427.00€;Finalizado
OPE0039;28/03/2024 02:53;25/04/2024 13:29;USER006;COMPRA09;39;8.00€;Finalizado
OPE0040;28/03/2024 02:53;25/04/2024 18:22;USER005;COMPRA09;40;-644.00€;Finalizado
IdOperacion;FECHA_INICIO;FECHA_FIN;IdUsuario;IdTipoOperacion;NoOperacion;Importe;Estado
